Path,Species_Name,Species_ID,Split
data/wings-2024/Ae_albopictus/Ae.albo_164_F_R.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 83.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 23.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 129.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 79.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 145.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 147.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 84.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 36.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 157.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 119.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 112.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 27.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 24.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 71.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 33.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 44.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 7.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 19.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 142.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 94.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 123.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 152.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 100.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 113.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 82.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 137.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 8.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 34.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 103.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 153.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 66.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 73.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 122.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 54.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 58.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 18.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 2.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 65.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 144.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 47.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 156.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 31.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 117.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 21.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 37.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 108.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 97.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 116.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 99.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 134.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 120.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 121.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 9.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 5.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 104.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 75.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 12.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 107.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 101.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 30.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 92.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 163.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 55.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 26.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 102.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 56.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 138.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 6.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 146.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 76.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 60.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 17.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 132.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 118.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 14.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 64.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 15.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 77.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 22.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 130.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 3.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 42.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 28.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 59.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 155.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 87.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 127.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 68.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 114.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 74.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 148.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 62.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 25.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 3.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 156.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 20.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 122.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 57.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 105.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 150.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 65.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 110.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 13.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 53.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 2.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 21.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 42.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 50.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 91.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 34.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 1.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 131.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 130.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 18.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 98.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 38.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 30.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 162.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 23.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 77.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 99.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 80.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 55.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 111.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 58.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 17.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 124.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 116.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 94.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 9.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 73.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 100.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 19.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 36.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 70.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 142.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 40.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 124.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 160.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 32.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 85.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 78.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 1.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 106.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 38.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 74.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 154.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 87.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 143.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 29.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 109.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 48.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 115.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 61.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 81.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 158.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 16.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 141.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 161.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 136.tif,Aedes,0,Train
data/wings-2024/Ae_communis/Ae com 88.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 165.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 33.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 104.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 160.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 6.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 43.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 93.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 96.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 4.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 60.tif,Aedes,0,Train
data/wings-2024/Ae_sticticus/Ae stic 125.tif,Aedes,0,Train
